     Qty: Element

       1: Recounting

       2: Recourse

       3: Recover

       1: Recoverable

       1: Recovered

       1: Recovery

       1: Recreation

       1: Rector

       1: Recurrence

       2: Recurring

       1: Recurs

       1: Red

       1: Red--the

       1: Reddish

       1: Redeem

       1: Redistribute

       2: Redistributing

       1: Redistribution

       1: Redoubles

       2: Reduce

      10: Reduced

       1: Reduces

       1: Reductio

       1: Reeds

       1: Reef

       9: Refer

       7: Reference

       3: References

       5: Referred

       2: Referring

       1: Refers

       1: Refine

       2: Refined

       1: Refinement

       2: Refinements

       3: Refiner

       1: Refining

      13: Reflect

       9: Reflected

       3: Reflecting

      18: Reflection

      14: Reflections

       1: Reflects

       1: Reflex

       4: Reform

       4: Reformation

       1: Reformer

       3: Reformers

       2: Reforms

       1: Refractory

       5: Refrain

       1: Refreshments

       1: Refuge

       8: Refund

       2: Refusal

      18: Refuse

       5: Refused

       4: Refuses

       9: Refusing

       2: Refutation

       4: Refute

       3: Refuted

       2: Refuting

      34: Regard

      40: Regarded

       4: Regarding

       1: Regardless

       1: Regardlessness

       6: Regards

       1: Regime

       4: Regimen

      15: Region

       2: Regions

       2: Registered

       1: Regret

       2: Regrets

      10: Regular

       1: Regularity

       1: Regularly

       4: Regulate

       3: Regulated

       4: Regulating

       4: Regulation

      10: Regulations

       1: Rehearsing

       6: Reign

       1: Reigns

       1: Reillumine

       4: Reins

       6: Reject

       4: Rejected

       2: Rejecting

       2: Rejection

       1: Rejects

       5: Rejoice

       1: Rejoiced

       2: Rejoices

       2: Rejoicing

       2: Rejoicings

       1: Rejoin

       2: Rejoined

       1: Relate

       4: Related

       5: Relates

       2: Relating

      55: Relation

       1: Relation--

      19: Relations

       2: Relationship

      22: Relative

       2: Relatively

       5: Relatives

       2: Relax

       2: Relaxation

       2: Relaxed

       3: Release

       2: Released

       1: Relic

       2: Reliefs

       2: Relieve

       1: Relighted

      34: Religion

       5: Religions

      14: Religious

       2: Relish

       5: Reluctance

       6: Reluctant

       1: Reluctantly

       1: Rely

      24: Remain

       1: Remain--the

       8: Remainder

       1: Remained

      13: Remaining

      27: Remains

      30: Remark

      14: Remarkable

       8: Remarked

       1: Remarking

      13: Remarks

       6: Remedies

       5: Remedy

      55: Remember

       4: Remembered

       2: Remembers

       3: Remembrance

       7: Remind

       5: Reminded

       2: Reminding

       1: Reminds

       8: Remnant

       1: Remorse

       5: Remote

       1: Remoter

       2: Remove

      21: Removed

       1: Removing

       1: Remuneration

       1: Renamed

       7: Render

       5: Rendered

       1: Rendering

       2: Renders

       1: Renew

       2: Renounce

       3: Renounced

       1: Renounces

       1: Renown

       3: Renowned

       3: Rep

       1: Repaid

       1: Repair

       1: Repast

       2: Repay

       4: Repayment

       9: Repeat

      13: Repeated

       4: Repeating

       1: Repeats

       3: Repel

       1: Repented

       1: Repertory

       1: Replace

       1: Replaced

       4: Replacement

     269: Replied

       9: Replies

      17: Reply

       1: Replying

       5: Report

       3: Reported

       1: Reports

       5: Repose

       1: Repositories

      11: Represent

       9: Representation

       4: Representations

       3: Representative

       3: Representatives

      16: Represented

       3: Representing

      13: Represents

       1: Repress

       2: Repressed

       1: Represses

       2: Reproach

       2: Reproached

       1: Reproaches

       1: Reproachful

       1: Reproaching

       1: Reproduce

       1: Reprove

       1: Reprovers

      92: Republic

       2: Republica

       1: Republicanism

       1: Republics

       1: Repudiating

       1: Repugnance

       2: Repulsion

      15: Reputation

       1: Reputations

       6: Reputed

       8: Request

       2: Requested

       1: Requesting

       1: Requests

      28: Require

      43: Required

       1: Requirement

       5: Requirements

       9: Requires

       6: Requiring

       1: Research

       4: Resemblance

       2: Resemblances

       5: Resemble

       2: Resembled

       3: Resembles

       2: Resembling

       1: Resent

       1: Resentment

       2: Reserve

       4: Reserved

       1: Reserving

       1: Reside

       4: Resides

       1: Residue

       1: Resignation

      10: Resist

       2: Resistance

       1: Resisted

       1: Resisting

       1: Resists

       7: Resolution

       1: Resolvable

       3: Resolve

       2: Resolved

       1: Resort

       4: Resources

      22: Respect

       1: Respectability

       2: Respectable

       1: Respectful

      13: Respecting

       6: Respective

       1: Respectively

      10: Respects

       4: Respondent

       1: Respondents

       1: Response

       3: Responsibility

       1: Responsible

       1: Responsive

      82: Rest

       1: Restatement

       1: Rested

       5: Resting

       1: Restless

       1: Restorative

       1: Restore

       6: Restored

       1: Restores

       3: Restoring

       2: Restrain

       5: Restrained

       1: Restraint

       1: Restricted

       1: Restricting

       2: Restrictions

       5: Rests

      31: Result

       1: Result--when

       9: Results

       3: Resumed

       1: Resumes

       1: Resurrection

       5: Retail

       2: Retail-traders

       5: Retain

       9: Retained

       2: Retainers

       2: Retaining

       7: Retains

       3: Retaliate

       1: Retaliated

       1: Retaliation

       1: Reticence

       1: Reticent

       1: Retire

       3: Retired

       2: Retirement

       3: Retires

       1: Retort

       1: Retrace

       1: Retraced

       1: Retract

       1: Retribution

       2: Retributions

      30: Return

       5: Returned

       5: Returning

       7: Returns

       1: Reunites

       2: Reveal

       5: Revealed

       2: Revealing

       3: Reveals

       9: Revelation

       1: Revelations

       1: Revellings

       1: Revelries

       1: Revelry

       1: Revenged

       2: Revenues

       1: Revered

       7: Reverence

       1: Reverenced

       2: Reverend

       1: Reverential

       1: Reverently

      31: Reverse

       1: Reverse--those

       3: Reversed

       4: Revert

       1: Reverted

       1: Reverts

       1: Reviewed

       2: Revile

       1: Reviles

       2: Revival

       2: Revive

       1: Reviving

       1: Revolted

       1: Revolting

       1: Revolts

      12: Revolution

       1: Revolutionized

       3: Revolutions

       2: Revolves

       3: Revolving

       8: Reward

       1: Reward--clothed

       3: Rewarded

      24: Rewards

       2: Rhapsodist

       3: Rhapsodists

       2: Rhegium

       1: Rhet

       7: Rhetoric

       4: Rhetorical

       1: Rhetorician

       1: Rhetoricians

      18: Rhythm

       2: Rhythmical

      11: Rhythms

       1: Ribbon

      58: Rich

       1: Rich--and

       3: Richer

      18: Riches

       1: Richest

      19: Rid

       2: Riddle

       1: Riddles

       2: Ride

       3: Ridicule

       4: Ridiculed

       2: Ridicules

      33: Ridiculous

       1: Ridiculously

       2: Riding

       1: Rife

     183: Right

       1: Right--parent

       1: Right-angled

       4: Righteous

       1: Righteousness

       1: Rightest

      24: Rightly

       7: Rights

       2: Rim

       2: Rims

      10: Ring

       2: Rings

       2: Riotous

       3: Ripe

       1: Riper

      13: Rise

       4: Rises

       1: Risible

       6: Rising

       8: Risk

       1: Risks

       1: Rite

       1: Rites

       1: Ritual

       4: Rival

       5: River

       4: River-god

       2: Rivers

      11: Road

       3: Roar

       1: Roared

       4: Roast

       1: Rob

       2: Robbers

       2: Robbing

       2: Robe

       1: Robs

       3: Robust

       4: Rock

       1: Rocks

       4: Rogue

       1: Rogue--how

       1: Rogueries

       7: Rogues

       2: Roll

       2: Rolling

      15: Roman

       3: Romance

       2: Romans

       4: Rome

       3: Roof

       4: Room

       1: Rooms

       4: Root

       2: Roots

       1: Rope

       1: Roses

       1: Rot

       1: Rotations

       5: Rough

       1: Rougher

      23: Round

       1: Round--you

       1: Roundheads

       1: Roused

       2: Rousseau

       3: Routine

      16: Royal

       2: Royalties

       3: Royalty

       1: Rub

       1: Rubbed

       1: Rubbing

       1: Rude

       1: Rudely

       1: Rudiments

       2: Rugged

      19: Ruin

       4: Ruined

       2: Ruinous

       2: Ruins

      85: Rule

       6: Ruled

      48: Ruler

     100: Rulers

      13: Rules

      27: Ruling

       1: Rumour

      22: Run

       2: Runner

       1: Runners

       8: Running

       4: Runs

       3: Rush

       1: Rushed

       1: Rushes

       1: Rushing

       1: Russia

       1: Rust

       1: Rustic

       3: S

       1: START

       1: STRICT

       1: SUCH

      11: Sacred

       3: Sacredness

       7: Sacrifice

       3: Sacrificed

      14: Sacrifices

       1: Sacrificing

       1: Sacrilege

       3: Sad

       1: Saddest

       1: Sadly

       8: Safe

       2: Safeguard

      10: Safely

       1: Safer

       2: Safety

       1: Sagacity

       4: Sage

       2: Sages

    1109: Said

       1: Said--and

       1: Said--she

       1: Said--the

       1: Said--there

       2: Sailing

       7: Sailor

      10: Sailors

       1: Sails

       1: Saint

       2: Saints

       1: Saith

      30: Sake

       2: Sakes

       1: Sakes--like

       1: Salamis

       3: Sale

       1: Salesmen

       2: Salt

       1: Salutary

       1: Salute

       3: Saluted

       1: Salutes

       8: Salvation

       1: Salvation--the

     334: Same

       1: Same--either

       1: Sameness

       2: Samples

       3: Sanction

       3: Sanctioned

       1: Sanctioning

       3: Sang

       1: Sanguine

       3: Sanitary

       1: Sapless

       2: Sarpedon

       2: Sat

       2: Satellites

       1: Satiety

       4: Satire

       3: Satirical

       1: Satirized

      11: Satisfaction

       1: Satisfaction--that

       2: Satisfactions

       2: Satisfactorily

       6: Satisfactory

      29: Satisfied

       8: Satisfy

       1: Satisfying

       1: Saturn

       4: Sauces

       6: Savage

       9: Save

      10: Saved

       3: Saves

       7: Saving

       1: Savings

       7: Saviour

       6: Saviours

      34: Saw

       2: Saws

     396: Say

       1: Say)

       1: Say--akin

       1: Say--for

       2: Say--that

       1: Say--would

     119: Saying

       1: Sayings

      72: Says

       1: Sc

      14: Scale

       2: Scales

       1: Scandalous

       3: Scarcely

       1: Scaring

       6: Scattered

       5: Scene

       1: Scene--a

       2: Scent

       1: Scents

       1: Sceptical

       1: Scepticism

       7: Scheme

       2: Schemes

       1: Schleiermacher

       3: Scholars

       1: Scholastic

       6: School

       2: Schooled

       1: Schoolmasters

       1: Schools

      76: Science

      43: Sciences

       1: Sciences--as

       3: Scientific

       1: Scimitar

       1: Scipio

       2: Scipionis

       1: Scold

       3: Scolding

       1: Scooped

       2: Scorching

       2: Score

       1: Scorn

       1: Scotus

       2: Scourged

       1: Scourges

       2: Scrape

       1: Scraps

       2: Screen

       4: Scripture

       2: Scriptures

       1: Scruple

       2: Sculptor

       1: Sculptors

       2: Sculpture

       1: Scylla

       1: Scythian

       1: Scythians

       9: Sea

       2: Sea-god

       1: Sea-purple

       1: Sea-shore

       2: Seal

       2: Seaman

       1: Seamy

      17: Search

       2: Searching

       3: Season

       4: Seasons

       2: Seat

       1: Seated

       1: Seats

       1: Seaweed

      90: Second

       1: Second--community

       2: Second-hand

       5: Secondary

      25: Secondly

      13: Secret

       2: Secretly

       1: Secrets

       2: Sect

       3: Section

       2: Sections

       1: Sects

       3: Secure

       2: Secured

       1: Securely

       1: Sedition

       2: Seduced

       1: Seducers

       1: Seductions

     196: See

       2: Seed

       3: Seeds

      27: Seeing

      13: Seek

       1: Seeker

      27: Seeking

       7: Seeks

      52: Seem

      17: Seemed

      10: Seeming

       1: Seeming--without

       2: Seemingly

      64: Seems

      83: Seen

       1: Seen--the

       1: Seer

      31: Sees

       1: Segments

       2: Seize

       2: Seized

       1: Seizes

       1: Seizing

       5: Seldom

      11: Select

       5: Selected

       2: Selecting

      10: Selection

       4: Self

       1: Self-asserting

       2: Self-assertion

       5: Self-control

       1: Self-defence

       1: Self-education

       1: Self-existent

       1: Self-government

       1: Self-indulgence

       1: Self-interest

       1: Self-knowledge

       3: Self-love

       2: Self-proving

       1: Self-regarding

       2: Self-respect

       1: Self-restraint

       3: Self-sufficing

       1: Self-supporting

       1: Self-taught

       2: Selfishness

       8: Sell

       1: Sellers

       3: Selling

       1: Sells

       2: Semblance

       1: Semi-wickedness

       1: Semicircle

       6: Send

       4: Sending

       1: Sends

       1: Senectute

       5: Sensation

     106: Sense

       3: Senseless

      12: Senses

       1: Senses--you

       1: Sensibility

       8: Sensible

       4: Sensitive

       5: Sensual

       3: Sensuality

      12: Sent

       6: Sentence

       1: Sentenced

       2: Sentences

       9: Sentiment

       1: Sentimentalism

       7: Sentiments

       1: Sentinels

       2: Separable

      10: Separate

       3: Separated

       1: Separately

       3: Separates

       1: Separating

       2: Separation

       1: Sepulture

       1: Sequel

       3: Sequence

       1: Serf

       1: Serfs

       6: Series

       1: Serio-comic

      21: Serious

      10: Seriously

       1: Seriousness

       3: Seriphian

       1: Sermon

       2: Serpent

      18: Servant

      11: Servants

       6: Serve

       1: Served

       1: Serves

      14: Service

       1: Service--in

       1: Serviceable

       3: Services

       1: Servile

       1: Servility

       1: Serving-man

       1: Servitude

      48: Set

       6: Sets

       6: Setting

       1: Settle

       3: Settled

       1: Settling

      11: Seven

       1: Seventeen

      10: Seventh

       1: Seventh--the

      38: Several

       6: Severally

       4: Severe

       2: Severed

       2: Severer

       1: Severest

       4: Severity

      10: Sex

      13: Sexes

       1: Shabby

       3: Shade

       3: Shades

      21: Shadow

      40: Shadows

       1: Shadows--which

       1: Shadowy

       1: Shaft

       2: Shafts

       1: Shaken

       2: Shakes

       4: Shakespeare

       1: Shakespere

       1: Shaking

     240: Shall

       1: Sham

      10: Shame

       1: Shameful

       2: Shape

      27: Share

       3: Shared

       1: Sharers

       1: Shares

       3: Sharing

       2: Sharp

       1: Sharpening

       1: Shave

      96: She

       1: She-dog

       1: She-dogs

       2: She-mistresses

       1: Shed

       1: Shedding

      14: Sheep

       1: Sheer

       3: Shells

       3: Shelter

      12: Shepherd

       5: Shepherds

       1: Shes

       1: Shes--we

       3: Shield

       2: Shine

       2: Shines

       1: Shining

      10: Ship

       1: Shipboard

       2: Ships

       1: Shipwreck

       1: Shipwright

       1: Shod

       4: Shoemaker

       2: Shoemaking

       6: Shoes

       3: Shone

       1: Shoot

       2: Shooting

       1: Shop

       1: Shopkeeper

       2: Shopkeepers

       2: Shore

       2: Shores

      29: Short

       1: Short-lived

       1: Short-sighted

       1: Shortened

       3: Shorter

       1: Shortly

       1: Shortness

       1: Shot

     419: Should

       3: Shoulders

      38: Show

       4: Showed

       1: Shower

       6: Showing

      30: Shown

       1: Shown--is

      18: Shows

       1: Showy

       1: Shrank

       1: Shreds

       1: Shrewd

       3: Shrilling

       4: Shrink

       1: Shuffle

       5: Shut

       2: Sic

       2: Sicilian

       3: Sicily

       9: Sick

       1: Sicklied

       6: Sickly

       4: Sickness

       1: Sicyon

      54: Side

      14: Sides

       1: Siege

       2: Sieve

      83: Sight

       1: Sight-loving

       7: Sights

       6: Sign

       1: Significance

       1: Significant

       1: Significantly

       5: Signs

       6: Silence

       3: Silenced

       6: Silent

       2: Silently

       1: Silenus

       1: Silliness

       1: Sillybillies

      30: Silver

      56: Similar

       1: Similarities

       1: Similarity

       3: Similarly

       1: Simile

       2: Similitude

       1: Simmias

      10: Simonides

      50: Simple

       2: Simpler

       2: Simplest

       2: Simpleton

       1: Simpletons

      18: Simplicity

       1: Simplicity--being

      11: Simply

       3: Simultaneous

       8: Sin

      28: Since

       2: Sinews

       2: Sing

       1: Singers

       3: Singing

      44: Single

       1: Single-minded

       3: Singly

       8: Singular

       1: Sink

       1: Sinned

       1: Sinners

       1: Sinners--most

       3: Sinning

       6: Sins

      14: Sir

       2: Siren

       1: Sirens

       1: Sires

       1: Sirs

       8: Sister

       8: Sisters

       7: Sit

       4: Site

       3: Sits

       8: Sitting

       1: Situated

       3: Situation

       1: Situations

       8: Six

       1: Sixteenth

      15: Sixth

       1: Sixty

       5: Size

       4: Sketch

       9: Skilful

      17: Skill

       8: Skilled

       2: Skin

       1: Skulk

       1: Skulking

       2: Sky

       4: Slain

       1: Slander

       1: Slaughtered

       1: Slaughtering

      17: Slave

       1: Slave--this

      16: Slavery

      30: Slaves

       1: Slaving

       3: Slavish

       1: Slaying

       2: Slays

      12: Sleep

       1: Sleeping

       3: Sleepy

       3: Sleet

       3: Slender

       1: Slenderly

       1: Slew

       3: Slice

      14: Slight

       1: Slighting

       2: Slightly

       1: Slights

       1: Slily

       1: Slinks

       2: Slip

       1: Slippery

       4: Slough

       2: Slow

       1: Slower

       1: Slowly

       2: Slowness

       1: Slumbering

       1: Sly

      59: Small

       8: Smaller

       4: Smallest

       2: Smallness

       2: Smell

       2: Smiles

       1: Smiling

       3: Smiths

       1: Smiting

       4: Smoke

       5: Smooth

       3: Smote

       1: Smother

       1: Snake

       1: Sneered

       1: Snivel

       2: Snub

     392: So

       6: So-called

       1: Soap

       1: Soar

       1: Sober

       1: Sobriety

      17: Social

       1: Socialism

       1: Societies

      32: Society

       1: Society)

     165: Socrates

       1: Socrates--reduced

       9: Socratic

       1: Soda

       3: Sofas

       4: Soft

       1: Softened

       1: Softening

       1: Softer

       5: Softness

      10: Soil

       4: Sold

      10: Soldier

      19: Soldiers

       3: Solely

       6: Solemn

       1: Solemnly

       2: Solicit

       1: Solicitation

      16: Solid

      10: Solids

       1: Solitary

       1: Solitude

       1: Solomon

       7: Solon

       3: Solution

       3: Solved

       1: Solvents

     317: Some

       2: Somebody

       2: Somehow

      51: Something

       2: Sometime

      34: Sometimes

       4: Somewhat

       3: Somewhere

      72: Son

       7: Song

       3: Songs

      35: Sons

      30: Soon

       8: Sooner

       1: Sooner)

       1: Soonest

       1: Soothe

       1: Soothed

       7: Soothing

       1: Sooty

       1: Soph

       1: Sophisms

      14: Sophist

       1: Sophist)

       1: Sophist-poet

       1: Sophisters

       3: Sophistical

      14: Sophists

       7: Sophocles

       1: Sordid

       1: Sore

      23: Sorrow

       1: Sorrowful

       1: Sorrowing

       8: Sorrows

       3: Sorry

     146: Sort

       1: Sort--they

      19: Sorts

      12: Sought

     318: Soul

       1: Soul--a

       2: Soul--reason

      38: Souls

      14: Sound

       1: Sounding

      18: Sounds

       6: Source

       1: Sovereign

       2: Sown

      13: Space

       5: Spangled

       1: Spangled--the

       2: Spare

       1: Spark

       1: Sparks

      15: Sparta

      15: Spartan

       6: Spartans

      60: Speak

       8: Speaker

       1: Speaker--of

       1: Speakers

      73: Speaking

       1: Speaking--how

      18: Speaks

       1: Spear

      12: Special

       4: Specially

       3: Species

       1: Specific

       4: Specified

       2: Specimens

       1: Specious

       1: Spectacle

       1: Spectacle--sad

       8: Spectator

       2: Spectators

       9: Speculation

      11: Speculations

       4: Speculative

       1: Speculators

      17: Speech

       1: Speech-gifted

       3: Speeches

       4: Speed

       5: Speedily

       2: Speedy

       1: Spell

      12: Spend

       6: Spending

       1: Spends

       2: Spendthrift

       1: Spendthrifts

       5: Spent

       2: Spercheius

      29: Sphere

       4: Spheres

       1: Spin

      15: Spindle

      96: Spirit

      15: Spirited

       8: Spirits

       2: Spiritual

       5: Spite

       1: Splendid

       1: Splendour

       2: Spoil

       2: Spoiled

       2: Spoiling

       1: Spoiling--I

       1: Spoils

       2: Spoilt

      21: Spoke

       1: Spoke--just

      22: Spoken

       1: Spontaneously

       2: Sport

       1: Sports

      11: Spot

       1: Spot)

       1: Spread

       8: Spring

       1: Spring-time

       9: Springs

       1: Sprinkled

       1: Sprung

       1: Spun

       2: Spurious

       2: Squalid

      21: Square

      10: Squared

       4: Squares

       2: Squaring

       1: Squeezable

       1: Squeezed

       7: St

       2: Staff

       1: Stag

      24: Stage

       8: Stages

       1: Stags

       1: Stain

       2: Stake

       1: Stake--no

       1: Stalks

       1: Stallbaum

       6: Stamp

      17: Stand

       8: Standard

       8: Standing

       4: Stands

       2: Star-gazer

       1: Star-gazers

       1: Star-gazing

       1: Starry

      25: Stars

       1: Stars)

       5: Start

       2: Started

       4: Starting

       1: Starting-place

       1: Starting-point

       1: Startles

       6: Starts

       1: Starvation

       2: Starve

       1: Starving

     627: State

       1: State--Philus

       1: State--and

       1: State--first

       1: State--let

       1: State--or

       1: State--what

       1: State--you

       1: State-physician

       1: Stated

       1: Stately

       9: Statement

       2: Statements

     107: States

      16: Statesman

       1: Statesman--do

       6: Statesmen

       2: Station

       1: Stationary

       1: Statuary

       4: Statue

       3: Statues

       3: Stature

       3: Status

       9: Stay

       1: Stead

       3: Steadfast

       1: Steadily

       1: Steady

       3: Steal

       3: Stealing

       4: Steals

       1: Stealth

       1: Steeds

       2: Steel

       2: Steep

       3: Steer

       1: Steerer

       1: Steering--every

       1: Stem

      21: Step

      14: Steps

       3: Sterility

       2: Stern

       1: Sterner

       1: Sternly

       1: Stesichorus

       1: Steward

       1: Sticking

       1: Sticks

     125: Still

       1: Still--they

       1: Stimulants

       2: Stimulate

       1: Stimulated

       1: Stimulating

       2: Stimulus

       4: Sting

       2: Sting--that

       1: Stingers

       2: Stingless

       9: Stings

       3: Stir

       3: Stirred

       2: Stirring

       1: Stirs

       8: Stock

       1: Stocked

       1: Stoic

       1: Stoical

       1: Stoics

       1: Stolid

       5: Stone

       8: Stones

       2: Stood

       1: Stooped

       4: Stooping

       1: Stop

       1: Stopped

       1: Store

       2: Stored

       2: Stores

      13: Stories

       4: Storm

      11: Story

       1: Story-teller

       3: Story-tellers

       2: Story-telling

       4: Stout

       1: Stoutly

       6: Straight

       1: Straightway

      22: Strain

       1: Straining

       8: Strains

       1: Strait

       1: Straitened

      18: Strange

       2: Strangely

       2: Strangeness

       7: Stranger

       7: Strangers

       1: Stratagem

       1: Stratagems

       1: Straw-built

       1: Stream

       1: Streaming

       2: Streets

      38: Strength

       1: Strength--the

       3: Strengthen

       2: Strengthening

       3: Strengthens

       1: Strenuously

       1: Stretching

       1: Strewn

       5: Strict

       1: Stricter

       1: Strictest

       5: Strictly

       2: Strictness

       8: Strife

      11: Strike

       1: Strikes

       3: Striking

       1: String

       1: Stringed

       9: Strings

       2: Strip

       4: Stripped

       3: Strive

       4: Striving

      23: Strong

      40: Stronger

       1: Stronger--to

       5: Strongest

      10: Strongly

       6: Struck

       3: Structure

       8: Struggle

       2: Struggled

       1: Struggles

       2: Struggling

       6: Student

       9: Students

       8: Studied

      12: Studies

      48: Study

       1: Study--how

       1: Studying

       1: Stuff

       2: Stumble

       1: Stumbled

       6: Stupid

       1: Stupidity

       1: Sturdy

      43: Style

       1: Styled

       4: Styles

       1: Styles--which

       2: Styx

       1: Subdivided

       2: Subdivision

       2: Subdivisions

       1: Subdue

       1: Subdues

       1: Subduing

      72: Subject

      10: Subject-matter

       1: Subject-matters

       2: Subjected

       4: Subjection

       3: Subjective

       1: Subjectiveness

      49: Subjects

       1: Subjects--war

       3: Sublime

       1: Sublimity

       1: Submission

       6: Submit

       1: Subordinate

       1: Subordinates

       7: Substance

       1: Substances

       2: Substantial

       1: Substantially

       1: Substitute

       1: Substituted

       6: Subtle

       1: Subtleties

       1: Subtracting

       4: Succeed

       3: Succeeded

       3: Succeeding

       2: Succeeds

       2: Success

       1: Successes

       1: Successfully

      10: Succession

       5: Successive

       1: Successively

       2: Successor

       1: Successors

       1: Successors--in

       1: Succoured

     395: Such

       1: Suckle

       1: Suckling

       6: Sudden

       9: Suddenly

       1: Sue

      20: Suffer

       5: Suffered

       1: Sufferer

       2: Sufferers

      10: Suffering

       8: Sufferings

       5: Suffers

      12: Sufficient

       7: Sufficiently

       1: Suffrage

       4: Suggest

       7: Suggested

       1: Suggesting

       2: Suggestion

       3: Suggestive

       3: Suggests

       3: Suicidal

       3: Suit

      12: Suitable

       7: Suited

       1: Suitors

       5: Suits

       1: Sullenness

       1: Sulpicius

      20: Sum

       3: Summed

       3: Summer

       1: Summit

       2: Summons

       2: Sums

      46: Sun

       2: Sun)

       1: Sunburnt

       1: Sundry

       2: Sung

       2: Sunk

       1: Sunken

       2: Suns

       1: Sunshine

       1: Supercilious

       4: Superficial

       1: Superfluity

       2: Superfluous

       2: Superhuman

       1: Superintend

       1: Superintendence

       1: Superintendent

      19: Superior

      14: Superiority

       1: Superiors

       1: Superlatives

       1: Supernatural

       3: Superseded

       1: Superstition

       1: Supped

       1: Supper

       2: Supplemented

       1: Supplicating

       9: Supplied

       2: Supplies

      10: Supply

       2: Supplying

      10: Support

       2: Supported

       2: Supporter

       1: Supporters

     114: Suppose

       1: Suppose)

      55: Supposed

       1: Supposed--if

       7: Supposes

      14: Supposing

       1: Supposition

       1: Suppositions

       3: Supposititious

       2: Suppressed

       1: Supremacy

       6: Supreme

       1: Supremely

      37: Sure

      39: Surely

       1: Surest

       3: Surface

       1: Surfaces

       1: Surfeited

       1: Surmounting

       1: Surpassed

       1: Surpasses

       1: Surplus

       4: Surprise

       1: Surprise)

       3: Surprised

       5: Surprising

       1: Surrender

       1: Surrey

       3: Surround

       3: Surrounding

       1: Surroundings

       1: Survey

       1: Survival

       2: Survive

       1: Surviving

      14: Suspect

       2: Suspected

       1: Suspended

       3: Suspicion

       2: Suspicions

       1: Suspiciousness

       3: Sustained

       1: Sustaining

       2: Sustains

       1: Swaddle

       1: Swallowed

       1: Swallows

       1: Swamp

       4: Swan

       2: Swarm

       1: Swathe

       2: Sway

      14: Sweet

       3: Sweetly

       1: Sweetness

       2: Sweets

       1: Swell

       1: Swelling

       1: Swept

       5: Swift

       2: Swifter

       2: Swiftest

       4: Swiftness

       3: Swim

       1: Swimming

       2: Swindlers

       2: Swineherds

       1: Swinish

       1: Sword

       1: Sybilline
